name	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	five_star	four_star	three_star	two_star	one_star	flash_sale	upcoming_flash_sale	price_min	price_min_before_discoun	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	historical_sold
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1602766045	1609994498	7228453	False	50%	False	8	False	0.0	0	0	0	0	0	None	None	39170000000	77950000000	39170000000	77950000000	39170000000	77950000000	None	0	0	0	False	False	7	0	0
THỜI TRANG NEW 21 Ví Bóp Nam Minh Tâm Da PVC , Kiểu Ngang Thời Trang Nam MT205-16 , Đen or Nâu bền RẺ	Hà Nội	1607472915	1609994498	2521583	False	30%	False	2	False	0.0	0	0	0	0	0	None	None	5880000000	8400000000	5880000000	8400000000	5880000000	8400000000	None	0	0	0	False	False	7	0	0
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1600881880	1609994498	9112618	False	48%	False	15	False	0.0	0	0	0	0	0	None	None	19700000000	37930000000	23460000000	44740000000	19700000000	37930000000	None	0	0	0	False	False	4	0	0
THỜI TRANG NEW 21 Ví Bóp Nam Minh Tâm Da Bò 100% , Kiểu Đứng Thời Trang Nam MT205-22 , Đen or Nâu bền RẺ	Hà Nội	1607472693	1609994498	2521805	False	30%	False	2	False	0.0	0	0	0	0	0	None	None	10850000000	15500000000	10850000000	15500000000	10850000000	15500000000	None	0	1	0	False	False	9	0	0
HÀNG NHẬP KHẨU -  Túi đeo chéo 🎒 Free Ship 🎒 Túi đeo vai thời trang nam The North Face - NC06 - Hàng Nhập Khẩu	Hưng Yên	1607843592	1609994498	2150906	False	None	False	6	False	0.0	0	0	0	0	0	None	None	62000000000	-1	62000000000	-1	62000000000	0	None	0	0	0	False	False	9	1	0
BALO THỜI TRANG NAM CAO CẤP CHỐNG NƯỚC KL037 MÀU ĐEN..	Đồng Nai	1607176594	1609994498	2817904	False	20%	False	4	False	0.0	0	0	0	0	0	None	None	39200000000	49000000000	39200000000	49000000000	39200000000	49000000000	None	0	0	0	False	False	9	0	0
ví nam L Vê❣️freeship❣️ví thời trang nam	Hà Nội	1606665438	1609994498	3329060	False	None	False	8	False	0.0	0	0	0	0	0	None	None	8790000000	-1	8790000000	-1	8790000000	0	None	0	0	0	False	False	7	0	0
Túi Đeo Chéo Thời Trang Nam 2020	Nước ngoài	1606654195	1609994498	3340303	False	50%	False	2	False	0.0	0	0	0	0	0	None	None	24919000000	49837900000	24919000000	49837900000	24919000000	49837900000	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Da Thời Trang Nam Cao Cấp Túi Nam Sang Trọng Chất Lượng	Hà Nội	1608714494	1609994498	1280004	False	32%	False	3	False	0.0	0	0	0	0	0	None	None	36700000000	54000000000	36700000000	54000000000	36700000000	54000000000	None	0	0	0	False	False	8	0	0
Túi đeo chéo ngực bằng vải canvas thời trang nam chất lượng	Nước ngoài	1605712859	1609994498	4281639	False	None	False	9	False	0.0	0	0	0	0	0	None	None	27780000000	-1	33190000000	-1	27780000000	0	None	0	0	0	False	False	4	0	0
Túi đeo chéo ngực phong cách thể thao thời trang nam	Nước ngoài	1604332244	1609994498	5662254	False	None	False	6	False	0.0	0	0	0	0	0	None	None	43760000000	-1	52570000000	-1	43760000000	0	None	0	0	0	False	False	9	0	0
Thời trang nam - Ví Da Nam Pagini Cầm Tay Da Bò Sáp Cao Cấp - TQVSTORE	Hà Nội	1608794419	1609994498	1200079	False	None	False	1	False	0.0	0	0	0	0	0	None	None	97110000000	-1	97110000000	-1	97110000000	0	None	0	1	0	False	False	9	0	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1599989875	1609994498	10004623	False	None	False	8	False	0.0	0	0	0	0	0	None	None	40520000000	-1	40520000000	-1	40520000000	0	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1599989429	1609994498	10005069	False	None	False	2	False	0.0	0	0	0	0	0	None	None	34590000000	-1	34590000000	-1	34590000000	0	None	0	0	0	False	False	8	0	0
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1603969157	1609994498	6025341	False	None	False	1	False	0.0	0	0	0	0	0	None	None	63610000000	-1	63610000000	-1	63610000000	0	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1598422083	1609994498	11572415	False	47%	False	7	False	0.0	0	0	0	0	0	None	None	23600000000	44820000000	27050000000	51330000000	23600000000	44820000000	None	0	0	0	False	False	4	0	0
Ví da theo yêu cầu - Ví thời trang nam - Giá xưởng	Thừa Thiên Huế	1600849069	1609994498	9145429	False	None	False	1	False	0.0	0	0	0	0	0	None	None	11900000000	-1	11900000000	-1	11900000000	0	None	0	0	0	False	False	4	0	0
Túi Xách Du Lịch Da Pu Thời Trang Nam	Nước ngoài	1599989526	1609994498	10004972	False	None	False	2	False	0.0	0	0	0	0	0	None	None	68690000000	-1	68690000000	-1	68690000000	0	None	0	0	0	False	False	8	0	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1596764839	1609994498	13229659	False	None	False	2	False	0.0	0	0	0	0	0	None	None	44010000000	-1	44010000000	-1	44010000000	0	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1603968850	1609994498	6025648	False	None	False	4	False	0.0	0	0	0	0	0	None	None	46390000000	-1	46390000000	-1	46390000000	0	None	0	0	0	False	False	9	0	0
4 Túi Da Đeo Chéo Thời Trang Nam	Nước ngoài	1595914207	1609994498	14080291	False	38%	False	48	False	0.0	0	0	0	0	0	None	None	8560000000	13810000000	11480000000	18300000000	8560000000	13810000000	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1594452593	1609994498	15541905	False	49%	False	2	False	0.0	0	0	0	0	0	None	None	36063800000	70713400000	36063800000	70713400000	36063800000	70713400000	None	0	0	0	False	False	7	0	0
Thắt lưng da khóa đồng thời trang nam	Nước ngoài	1598005721	1609994498	11988777	False	37%	False	8	False	0.0	0	0	0	0	0	None	None	19070000000	30350000000	19070000000	30350000000	19070000000	30350000000	None	0	0	0	False	False	9	0	0
Túi Ipad Thời Trang Nam	TP. Hồ Chí Minh	1572853492	1609994498	37141006	False	40%	False	1	False	0.0	0	0	0	0	0	None	None	18900000000	31500000000	18900000000	31500000000	18900000000	31500000000	None	0	0	0	False	True	5	0	0
Túi Đeo Chéo Chống Nước Nhiều Ngăn Thời Trang Nam	Nước ngoài	1606132072	1609994498	3862426	False	48%	False	6	False	0.0	0	0	0	0	0	None	None	12660000000	24410000000	14790000000	28270000000	12660000000	24410000000	None	0	1	0	False	False	9	0	0
Túi thời trang nam/túi bao tử phiên bản Hàn Quốc chất liệu da	Thái Bình	1597391235	1609994498	12603263	False	None	False	3	False	0.0	0	0	0	0	0	None	None	54825000000	-1	54825000000	-1	54825000000	0	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Thời Trang Nam Có Cổng Sạc Usb	Nước ngoài	1606664793	1609994498	3329705	False	50%	False	1	False	0.0	0	0	0	0	0	None	None	44005800000	88011500000	44005800000	88011500000	44005800000	88011500000	None	0	0	0	False	False	9	0	0
BALO DA NAM 💎MẪU MỚI💎 BALO THỜI TRANG NAM DA PU CAO CẤP CHỐNG NƯỚC 💎 FREESHIP 50K	Hà Nội	1592990121	1609994498	17004377	False	46%	False	2	False	0.0	0	0	0	0	0	None	None	31158000000	57700000000	31158000000	57700000000	31158000000	57700000000	None	0	5	0	False	False	9	0	0
Túi Xách Canvas Thời Trang Nam	Nước ngoài	1597765508	1609994498	12228990	False	None	False	6	False	0.0	0	0	0	0	0	None	None	35280000000	-1	35280000000	-1	35280000000	0	None	0	0	0	False	False	9	0	0
Ví ngắn cầm tay bằng da handmade cao cấp thời trang nam	Nước ngoài	1589552398	1609994498	20442100	False	None	False	5	False	0.0	0	0	0	0	0	None	None	22740000000	-1	22740000000	-1	22740000000	0	None	0	0	0	False	False	9	0	0
Ví ngang thời trang nam	TP. Hồ Chí Minh	1585294466	1609994498	24700032	False	49%	False	1	False	0.0	0	0	0	0	0	None	None	2499000000	4900000000	2499000000	4900000000	2499000000	4900000000	None	1	0	0	False	False	1	0	0
Ba lô thời trang Nam kiểu dáng đẹp thể tích lớn, siêu bền CÓ VIDEO SẢN PHẨM	Kon Tum	1542038621	1609994498	67955877	False	None	False	3	False	5.0	3	0	0	0	0	None	None	38000000000	-1	38000000000	-1	38000000000	0	None	7195	1	3	False	True	6	1	5
túi đeo chéo thời trang nam	Sóc Trăng	1608565915	1609994498	1428583	False	None	False	4	False	0.0	0	0	0	0	0	None	None	25000000000	-1	100000000000	-1	25000000000	0	None	0	0	0	False	False	1	0	0
Balo Thời Trang Nam Da Bò Cao Cấp Hình Thú Độc Đáo GC283220	TP. Hồ Chí Minh	1573306659	1609994498	36687839	False	None	False	1	False	0.0	0	0	0	0	0	None	None	170000000000	-1	170000000000	-1	170000000000	0	None	5	0	0	False	False	9	0	0
Túi Da Đeo Chéo Thời Trang Nam	Nước ngoài	1606963775	1609994498	3030723	False	None	False	2	False	0.0	0	0	0	0	0	None	None	72490000000	-1	72490000000	-1	72490000000	0	None	0	0	0	False	False	8	0	0
Túi Đeo Chéo Thời Trang Nam 5 Màu Phong Cách (T_07) -Hàng nhập khẩu	Hà Nội	1606539231	1609994498	3455267	False	None	False	5	False	0.0	0	0	0	0	0	None	None	64000000000	-1	64000000000	-1	64000000000	0	None	0	0	0	False	False	9	1	0
Túi Đeo Chéo Nhiều Ngăn Thời Trang Nam	Nước ngoài	1606132712	1609994498	3861786	False	48%	False	11	False	0.0	0	0	0	0	0	None	None	18160000000	34990000000	20780000000	39740000000	18160000000	34990000000	None	0	0	0	False	False	9	0	0
VÍ NAM RÚT THỜI TRANG NAM CAO CẤP	TP. Hồ Chí Minh	1604654618	1609994498	5339880	False	None	False	1	False	0.0	0	0	0	0	0	None	None	12600000000	-1	12600000000	-1	12600000000	0	None	0	1	0	False	False	5	0	0
BALO LAPTOP THỜI TRANG NAM, TÚI CÔNG SỞ KÈM CỔNG SẠC 6115	TP. Hồ Chí Minh	1604564474	1609994498	5430024	False	None	False	3	False	0.0	0	0	0	0	0	None	None	37300000000	-1	37300000000	-1	37300000000	0	None	0	1	0	False	False	9	0	0
Ví da thời trang nam New4all KD03 Kiểu Thanh (Nâu)	TP. Hồ Chí Minh	1587005720	1609994498	22988778	False	26%	False	1	False	0.0	0	0	0	0	0	None	None	19900000000	26900000000	19900000000	26900000000	19900000000	26900000000	None	0	0	0	False	False	7	0	0
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1602163166	1609994498	7831332	False	None	False	3	False	0.0	0	0	0	0	0	None	None	50620000000	-1	50620000000	-1	50620000000	0	None	0	0	0	False	False	9	0	0
Túi đeo chéo thời trang nam chất lương da PU siêu đẹp - T027- Shubishop.vn .	Hà Nội	1584591628	1609994498	25402870	True	None	False	2	False	0.0	0	0	0	0	0	None	None	16500000000	-1	16500000000	-1	16500000000	0	None	0	0	0	False	False	8	0	0
Bộ Đôi Túi Đeo Chéo Canvas C3K7- XÁM + ĐEN Thời Trang Nam 2020 Và Ví Nam Da Thật N07	Hà Nội	1600858468	1609994498	9136030	False	50%	False	3	False	0.0	0	0	0	0	0	None	None	4500000000	8900000000	9900000000	19800000000	4500000000	8900000000	None	0	5	0	False	False	9	0	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1597723618	1609994498	12270880	False	None	False	2	False	0.0	0	0	0	0	0	None	None	28900000000	-1	28900000000	-1	28900000000	0	None	0	0	0	False	False	8	0	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1595926866	1609994498	14067632	False	None	False	4	False	0.0	0	0	0	0	0	None	None	31890000000	-1	31890000000	-1	31890000000	0	None	0	0	0	False	False	9	0	0
Ví Da Pu Dài Thời Trang Nam	Nước ngoài	1594877251	1609994498	15117247	False	31%	False	4	False	0.0	0	0	0	0	0	None	None	12210000000	17780000000	13310000000	19350000000	12210000000	17780000000	None	0	0	0	False	False	8	0	0
Túi xách đeo chéo ngực thời trang nam năng động	Nước ngoài	1590428815	1609994498	19565683	False	None	False	3	False	0.0	0	0	0	0	0	None	None	73280000000	-1	73280000000	-1	73280000000	0	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Trước Ngực Thời Trang Nam	Nước ngoài	1599988980	1609994498	10005518	False	None	False	3	False	0.0	0	0	0	0	0	None	None	96120000000	-1	96120000000	-1	96120000000	0	None	0	0	0	False	False	9	0	0
Túi chéo thời trang nam Mira chính hãng	Hà Nội	1586678670	1609994498	23315828	False	None	False	3	False	0.0	0	0	0	0	0	None	None	16000000000	-1	16000000000	-1	16000000000	0	None	6409	0	0	False	False	2	0	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1603175346	1609994498	6819152	False	50%	False	5	False	0.0	0	0	0	0	0	None	None	22240000000	44240000000	22240000000	44240000000	22240000000	44240000000	None	0	0	0	False	False	9	0	0
Túi Xách Đeo Chéo Thời Trang Nam	Nước ngoài	1595222544	1609994498	14771954	False	None	False	1	False	0.0	0	0	0	0	0	None	None	98570000000	-1	98570000000	-1	98570000000	0	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Chống Thấm Nước Thời Trang Nam	Nước ngoài	1603119032	1609994498	6875466	False	46%	False	2	False	0.0	0	0	0	0	0	None	None	11120000000	20510000000	11440000000	20610000000	11120000000	20510000000	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Thời Trang Nam 2020	Nước ngoài	1606655359	1609994498	3339139	False	50%	False	1	False	0.0	0	0	0	0	0	None	None	25537500000	51075000000	25537500000	51075000000	25537500000	51075000000	None	0	0	0	False	False	9	0	0
Túi Da Đeo Chéo Thời Trang Nam	Nước ngoài	1597814165	1609994498	12180333	False	None	False	18	False	0.0	0	0	0	0	0	None	None	25100000000	-1	49060000000	-1	25100000000	0	None	0	0	0	False	False	7	0	0
Ví da dài cầm tay thời trang nam	Nước ngoài	1590428898	1609994498	19565600	False	None	False	6	False	0.0	0	0	0	0	0	None	None	73830000000	-1	73830000000	-1	73830000000	0	None	0	0	0	False	False	9	0	0
[Hình ảnh+Video] Balo thời trang nam chống nước	Hà Nội	1586164536	1609994498	23829962	False	None	False	2	False	0.0	0	0	0	0	0	None	None	44800000000	-1	44800000000	-1	44800000000	0	None	1	0	0	False	False	9	0	0
Túi Vải Đeo Chéo Thời Trang Nam 2019	Nước ngoài	1577198591	1609994498	32795907	False	None	False	2	False	0.0	0	0	0	0	0	None	None	35800000000	-1	35800000000	-1	35800000000	0	None	0	0	0	False	False	3	0	0
Balo Thời Trang Nam Hàn Quốc	Quảng Ninh	1552834761	1609994498	57159737	False	None	False	1	False	5.0	3	0	0	0	0	None	None	25000000000	-1	25000000000	-1	25000000000	0	None	2604	0	3	False	True	4	0	4
Túi Đeo Chéo Thể Thao Chống Nước Thời Trang Nam	Nước ngoài	1603968105	1609994498	6026393	False	None	False	3	False	0.0	0	0	0	0	0	None	None	44140000000	-1	44140000000	-1	44140000000	0	None	0	0	0	False	False	9	0	0
Túi đeo chéo IPad Hàn Quốc ❤️ Túi đeo chéo thời trang Nam đẹp ❤️ túi xách nam hàn quốc á2 .	Ninh Bình	1604591457	1609994498	5403041	False	None	False	2	False	0.0	0	0	0	0	0	None	None	45240000000	-1	45240000000	-1	45240000000	0	None	0	0	0	False	False	9	0	0
[HÀNG CAO CẤP] Túi đeo chéo thời trang nam chất lương da PU siêu đẹp - T027- Shubishop.vn . - SHOP CHÂU GIANG	Hà Nội	1607915344	1609994498	2079154	False	None	False	2	False	0.0	0	0	0	0	0	None	None	17900000000	-1	17900000000	-1	17900000000	0	None	0	0	0	False	False	8	0	0
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1603032045	1609994498	6962453	False	50%	False	6	False	0.0	0	0	0	0	0	None	None	30870000000	61420000000	30870000000	61420000000	30870000000	61420000000	None	0	0	0	False	False	8	0	0
Ví Da Cầm Tay Thời Trang Nam	Nước ngoài	1602760511	1609994498	7233987	False	None	False	1	False	0.0	0	0	0	0	0	None	None	71840000000	-1	71840000000	-1	71840000000	0	None	0	0	0	False	False	9	0	0
ví nam LV❣️freeship❣️ví thời trang nam (bao ship toàn quốc)	Hà Nội	1605365618	1609994498	4628880	False	None	False	8	False	0.0	0	0	0	0	0	None	None	12900000000	-1	12900000000	-1	12900000000	0	None	0	0	0	False	False	7	0	0
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1598422252	1609994498	11572246	False	43%	False	5	False	0.0	0	0	0	0	0	None	None	21510000000	38050000000	21510000000	38050000000	21510000000	38050000000	None	0	0	0	False	False	4	0	0
Balo đeo chéo, thời trang nam siêu hot hè năm nay	Hà Nội	1582273542	1609994498	27720956	True	46%	False	2	False	3.8	3	0	0	2	0	None	None	5900000000	10900000000	5900000000	10900000000	5900000000	10900000000	None	2	19	5	False	False	5	0	30
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1597071251	1609994498	12923247	False	50%	False	2	False	0.0	0	0	0	0	0	None	None	30090000000	59880000000	30090000000	59880000000	30090000000	59880000000	None	0	0	0	False	False	9	0	0
Bóp da nam WOERFU BD138 thời trang nam ví da quà tặng sinh nhật Andhere	TP. Hồ Chí Minh	1588753001	1609994498	21241497	False	50%	False	1	False	0.0	0	0	0	0	0	None	None	15900000000	31800000000	15900000000	31800000000	15900000000	31800000000	None	0	1	0	False	False	9	0	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1595261872	1609994498	14732626	False	None	False	1	False	0.0	0	0	0	0	0	None	None	75370000000	-1	75370000000	-1	75370000000	0	None	0	0	0	False	False	9	0	0
💖KHAI TRƯƠNG 💖 Balo Sport thời trang nam Style Hàn Quốc 💖 Hot trend 2021 💖 BLN-008💖 Bảo hành 3 tháng💖	TP. Hồ Chí Minh	1608962255	1609994498	1032243	False	46%	False	3	False	0.0	0	0	0	0	0	None	None	14800000000	27600000000	14800000000	27600000000	14800000000	27600000000	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1594452588	1609994498	15541910	False	49%	False	3	False	0.0	0	0	0	0	0	None	None	39659800000	77764500000	39659800000	77764500000	39659800000	77764500000	None	0	0	0	False	False	7	0	0
Ba Lô Laptop 15 Inch Thời Trang Nam A8370	Nước ngoài	1594433568	1609994498	15560930	False	49%	False	4	False	0.0	0	0	0	0	0	None	None	47624600000	93381700000	47624600000	93381700000	47624600000	93381700000	None	0	0	0	False	False	6	0	0
Bộ Ví Da & Thắt Lưng thời trang Nam	Nước ngoài	1592280426	1609994498	17714072	False	50%	False	4	False	0.0	0	0	0	0	0	None	None	42800000000	85170000000	42800000000	85170000000	42800000000	85170000000	None	0	0	0	False	False	9	0	0
THỜI TRANG NEW 21 Ví Bóp Nam Minh Tâm Da Bò 100% , Kiểu Ngang Thời Trang Nam MT205-11 , Đen or Nâu bền RẺ	Hà Nội	1607472998	1609994498	2521500	False	30%	False	2	False	0.0	0	0	0	0	0	None	None	13580000000	19400000000	13580000000	19400000000	13580000000	19400000000	None	0	0	0	False	False	9	0	0
Balo thời trang nam đa năng M051006	Hà Nội	1589596270	1609994498	20398228	False	30%	False	1	False	0.0	0	0	0	0	0	None	None	20300000000	29000000000	20300000000	29000000000	20300000000	29000000000	None	0	0	0	False	False	2	0	0
Kính mát thể thao thời trang nam tráng gương chống tia UV400	Nước ngoài	1556179248	1609994498	53815250	False	47%	False	8	False	5.0	2	0	0	0	0	None	None	9450000000	17700000000	10620000000	18000000000	9450000000	17700000000	None	7	6	2	False	True	9	0	5
Balo Thời Trang Nam Chất Liệu Da Bò GC433215	TP. Hồ Chí Minh	1575724117	1609994498	34270381	False	None	False	1	False	0.0	0	0	0	0	0	None	None	170000000000	-1	170000000000	-1	170000000000	0	None	0	1	0	False	False	9	0	0
Ví Thời Trang Nam Cầm Tay  Đẳng Cấp Âu Mỹ VITOMJERRY05	TP. Hồ Chí Minh	1588522552	1609994498	21471946	False	None	False	2	False	0.0	0	0	0	0	0	None	None	7200000000	-1	7200000000	-1	7200000000	0	None	912	0	0	False	False	9	0	0
Ví nam da PU cao cấp thời trang nam Minh Tâm MT417 - Đen or Nâu -Hàng nhập khẩu	Hà Nội	1575084251	1609994498	34910247	False	None	False	2	False	0.0	0	0	0	0	0	None	None	42900000000	-1	42900000000	-1	42900000000	0	None	2	0	0	False	False	9	0	0
Đồng Hồ Đeo Tay Mặt Tròn Thời Trang Nam	Nước ngoài	1607082163	1609994498	2912335	False	None	False	7	False	0.0	0	0	0	0	0	None	None	54180000000	-1	54180000000	-1	54180000000	0	None	0	0	0	False	False	8	0	0
Ví da nam, siêu phẩm ví da bò thời trang nam cao cấp Sang trọng lịch lãm, ĐEN - CKVD825	Hà Nội	1602836466	1609994498	7158032	False	None	False	2	False	0.0	0	0	0	0	0	None	None	32000000000	-1	32000000000	-1	32000000000	0	None	0	0	0	False	False	9	0	0
Balo Thời Trang Nam Cao Cấp Men Lì B065180	TP. Hồ Chí Minh	1572923245	1609994498	37071253	False	None	False	1	False	0.0	0	0	0	0	0	None	None	150000000000	-1	150000000000	-1	150000000000	0	None	6	0	0	False	False	8	0	0
HÀNG NHẬP KHẨU -  Ví Nam Victory Ví Ngang Thời Trang Nam Full Box Hộp - Hàng Nhập Khẩu	Hưng Yên	1607844145	1609994498	2150353	False	None	False	2	False	0.0	0	0	0	0	0	None	None	43800000000	-1	43800000000	-1	43800000000	0	None	0	0	0	False	False	8	1	0
BỘ 3 PHỤ KIỆN BALO BALO ĐI HỌC THỜI TRANG NAM  DUNG TÍCH LỚN	TP. Hồ Chí Minh	1604563349	1609994498	5431149	False	None	False	2	False	0.0	0	0	0	0	0	None	None	34900000000	-1	34900000000	-1	34900000000	0	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1598600608	1609994498	11393890	False	43%	False	17	False	0.0	0	0	0	0	0	None	None	21910000000	38640000000	28040000000	49210000000	21910000000	38640000000	None	0	0	0	False	False	6	0	0
Balo Thời Trang Nam Phong Cách Hàn Quốc BL105D _thubaolongshop	Hà Nội	1603557981	1609994498	6436517	False	None	False	4	False	0.0	0	0	0	0	0	None	None	15900000000	-1	15900000000	-1	15900000000	0	None	621	0	0	False	False	9	0	0
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1585657370	1609994498	24337128	False	None	False	18	False	0.0	0	0	0	0	0	None	None	25400000000	-1	27400000000	-1	25400000000	0	None	0	0	0	False	False	8	0	0
Ví Da Bò Xịn, Ví Da Thời Trang Nam VN 02	Hà Nội	1584113601	1609994498	25880897	False	None	False	1	False	0.0	0	0	0	0	0	None	None	15900000000	-1	15900000000	-1	15900000000	0	None	200	0	0	False	False	6	1	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1599989859	1609994498	10004639	False	None	False	8	False	0.0	0	0	0	0	0	None	None	42000000000	-1	42000000000	-1	42000000000	0	None	0	0	0	False	False	9	0	0
Balo Thời Trang Nam Cao Cấp Q418185	TP. Hồ Chí Minh	1574934713	1609994498	35059785	False	None	False	1	False	0.0	0	0	0	0	0	None	None	150000000000	-1	150000000000	-1	150000000000	0	None	3	0	0	False	False	9	0	0
Túi Đeo Chéo Thời Trang Nam	Nước ngoài	1574766122	1609994498	35228376	False	28%	False	3	False	0.0	0	0	0	0	0	None	None	40220000000	56040000000	40220000000	56040000000	40220000000	56040000000	None	0	0	0	False	False	8	0	0
Ví ngang bỏ túi thời trang nam VN17	Hà Nội	1570632041	1609994498	39362457	True	33%	False	2	False	0.0	0	0	0	0	0	None	None	6600000000	9800000000	6600000000	9800000000	6600000000	9800000000	None	1	8	0	True	True	5	0	0
Túi Đeo Chéo Chống Nước Thời Trang Nam	Nước ngoài	1599988883	1609994498	10005615	False	None	False	2	False	0.0	0	0	0	0	0	None	None	85740000000	-1	85740000000	-1	85740000000	0	None	0	0	0	False	False	9	0	0
Balo Thời Trang Nam Cao Cấp B284220	TP. Hồ Chí Minh	1574932913	1609994498	35061585	False	None	False	1	False	0.0	0	0	0	0	0	None	None	170000000000	-1	170000000000	-1	170000000000	0	None	4	0	0	False	False	9	0	0
Túi Da Đeo Chéo Ngực Thời Trang Nam Cao Cấp 1227	Nước ngoài	1609058617	1609994498	935881	False	None	False	6	False	0.0	0	0	0	0	0	None	None	28380000000	-1	35120000000	-1	28380000000	0	None	0	0	0	False	False	9	0	0
THỜI TRANG NEW 21 Ví Bóp Nam Minh Tâm Da Bò 100% , Kiểu Ngang Thời Trang Nam MT205-04 , Đen or Nâu bền RẺ	Hà Nội	1607472913	1609994498	2521585	False	30%	False	2	False	0.0	0	0	0	0	0	None	None	14280000000	20400000000	14280000000	20400000000	14280000000	20400000000	None	0	0	0	False	False	9	0	0
Túi Đeo Chéo Thời Trang Nam Phong Cách Hip Hop	Nước ngoài	1603968811	1609994498	6025687	False	None	False	3	False	0.0	0	0	0	0	0	None	None	42640000000	-1	42640000000	-1	42640000000	0	None	0	0	0	False	False	9	0	0
Túi Da Đeo Thắt Lưng Thời Trang Nam	Nước ngoài	1605711772	1609994498	4282726	False	None	False	4	False	0.0	0	0	0	0	0	None	None	12660000000	-1	17850000000	-1	12660000000	0	None	0	0	0	False	False	9	0	0
Cặp công sở thời trang nam CAYUUMY07	TP. Hồ Chí Minh	1607254175	1609994498	2740323	False	44%	False	3	False	0.0	0	0	0	0	0	None	None	18900000000	34000000000	18900000000	34000000000	18900000000	34000000000	None	0	0	0	False	False	6	0	0
Túi Đeo Hông Thời Trang Nam	Nước ngoài	1605679943	1609994498	4314555	True	42%	False	4	False	0.0	0	0	0	0	0	None	None	7590000000	13080000000	10790000000	18420000000	7590000000	13080000000	None	0	0	0	False	False	9	0	0
Balo thời trang nam ❣️freship❣️ balo gucci	Hà Nội	1604817526	1609994498	5176972	False	None	False	6	False	0.0	0	0	0	0	0	None	None	15870000000	-1	15870000000	-1	15870000000	0	None	0	3	0	False	False	9	1	0
Túi Da Đeo Chéo Thời Trang Nam	Nước ngoài	1602759709	1609994498	7234789	False	None	False	2	False	0.0	0	0	0	0	0	None	None	71840000000	-1	71840000000	-1	71840000000	0	None	0	0	0	False	False	9	0	0
Túi bao tử đeo chéo, đeo thắt lưng vải CANVAS thời trang nam T73 (Kaki - Nâu - Xanh - Đen)	Hà Nội	1604116778	1609994498	5877720	False	50%	False	4	False	0.0	0	0	0	0	0	None	None	59500000000	119000000000	59500000000	119000000000	59500000000	119000000000	None	0	0	0	False	False	8	0	0
Túi Đeo Chéo Thời Trang Nam Năng Động	Nước ngoài	1601962449	1609994498	8032049	False	10%	False	12	False	0.0	0	0	0	0	0	None	None	48920000000	54540000000	51760000000	57690000000	48920000000	54540000000	None	0	0	0	False	False	9	0	0
[ FREESHIP ]Túi công sở thời trang nam cao cấp Banoroo - Túi đeo chéo nam thời trang	Hà Nội	1600700840	1609994498	9293658	False	None	False	2	False	0.0	0	0	0	0	0	None	None	59800000000	-1	59800000000	-1	59800000000	0	None	0	1	0	False	False	8	0	0
Túi đeo chéo OZUKO không thấm nước chống trộm có cổng USB thời trang nam - Hàng nhập khẩu	Hà Nội	1589339008	1609994498	20655490	False	None	False	6	False	0.0	0	0	0	0	0	None	None	87500000000	-1	87500000000	-1	87500000000	0	None	0	0	0	False	False	9	0	0
